req_id,requirements,label
944,"Automatic fan regulation, when enter the room and sit down more than 5 min.",Health
945,"wall mount transmitter, Automatic  regulate the transmitter.",Entertainment
946,"daily syllabus to be studied with systematic alerts, easy to teach the students.",Other
947,"it to check each room and turn off lights if a person is not in the room, save the electricity.",Energy
948,"to regulate the motor, it is very useful for save the water and electricity.",Energy
949,"schedule the home work, very lot of work give importance and get low marks to get alert.",Safety
950,"To stop the burner, complete the cook then stop the burner automatically.",Energy
951,"increase the heart beat, to ensure the health fitness.",Health
952,"to regulate the pressure, easy to maintain the health problem.",Health
953,"to know the weather, when the rain come and light is high.",Safety
954,"I know when the shift work to me, easy to maintain the working purposed without failure.",Safety
955,"maintain the working hours arrange the good teacher for free students, increase the good result for the school.",Other
956,"my smart home to have all the photographs and voices of the people that I want to visit my home recorded and a special tone to be assigned to them when the doorbell rings,, that unwanted visitors can be avoided..",Safety
957,"my smart home to send an alert to my phone when my children cut any electronics on after 10 pm., energy can be saved and I can monitor their computer usage..",Energy
958,"all water temperatures to be pre-programmed and controlled by a voice sensor, the temperatures are safe for children to use..",Safety
959,"my smart home to alert me to when my child starts to exhibit signs of an asthma attack by flashing a red light with a human voice alert, I can be aware if I am in another room that my child is sick..",Health
960,"my smart home to control the volume after 10pm. by automatically turning it down low if it is too loud, my neighbors don't complain about the music playing too loud..",Entertainment
961,"my smart home to program the shower stall to cut the water off after 3 minutes in the shower, I can save energy and money by taking shorter showers..",Energy
962,"my smart home to preheat my oven and turn on my coffeemaker at 7:00 am, I can save time preparing food in the morning..",Other
963,"my smart home to automatically play the parents voice blended with soothing music when it is time for the baby to take a nap, the baby adheres to their napping schedule..",Health
964,"my smart home to sort through the trash at certain intervals and extract recyclables from the trash, all trash is separated and recycled..",Other
965,"a smart home that responds to my voice when I ask for weather and traffic updates by relaying the information through a human-like voice, I can automatically know how much time I have to get to work and what to wear..",Entertainment
966,"my cat's food bowl to automatically fill itself when empty or it is time to feed my cat and to seal when the cat is not eating, my cat's food does not go bad, and so it doesnt go hungry..",Other
967,"My shower to be cleaned with a device once per week., The shower stays nice and clean.",Health
968,"my house thermostat to decrease when I am sleeping, I save on heating bills.",Energy
969,"Dog food to be dispensed from a device into my dog's bowl at the same time every day., My dog will eat at the same time every day..",Other
970,"my house to notify me when someone is going to be entering my recording room, I don't ruin a recording track.",Entertainment
971,"Children's programming to be on the TV when my kids get home from school., They will watch shows I approved of..",Entertainment
972,"my house to set an alarm for me when I request it to, I am not late for things.",Health
973,"To be told I should go to bed and stop working., I can get up on time the next morning..",Health
974,"My home to notify me when it is time to water certian house plant, the plants don't die.",Other
975,"my smart home to alert me when there is difference in elder person's movements., so that i can know if they are not feeling well..",Health
976,"I wnt my favorite chair to be is massage mode when I get home., So that I can relax when I get home..",Health
977,"My house to turn off christmas decorations at night when I do to sleep, I dont have a fire, or waste energy.",Safety
978,"The shades opened in the morning, I can see the sunlight when it is time to wake up..",Health
979,"to be notified when friends log on to the network, I can log on to play with them.",Entertainment
980,"the gate to be opened when an vehicle is coming, It will be easy to park the vehicle.",Energy
981,"The crock pot to turn on at a certain time of the day, When I get home the food I put in the crock pot will be done..",Other
982,"reminders of what I have to do that day every morning when I get up, I dont forget something important.",Other
983,"a reminder to take my medicine when I lay down in my bed to sleep, I can continue being healthy.",Health
984,"my smart home to notify me when it detects gas leakage, a disaster can be avoided.",Safety
985,"I want the lights to automatically turn off each time I leave a room, I will save energy by not having uneeded lights on.",Energy
986,"my house to tell me when a load is done, thy don't sit in the machine and get gross.",Health
988,"auto cleaner, cleanniness and good health.",Health
989,"my car to be started when I say ""Start Car"", when I go into the garage my car is already running..",Other
990,"temperature sensors to control the heat of the hob or oven, it cut off the power if the heat reaches the safety limit.",Energy
991,"I want my home to play soothing music while evening time, i can relax.",Entertainment
992,"Auto humidifier when necessary, healthy level of humidity is in the air.",Health
993,"my smart home to alert me when i have low or high amount of sleep., i can maintain a good sleep.",Health
994,"turn off lights when nobody is in the room during the daytime only, saves money.",Energy
995,"I want to check whether i have closed all the taps, prevent water loss.",Energy
996,"alert me when something usual happened like fire,smoke, prevent from bad things that might happen.",Safety
997,"an emergency alarm which send messages to pre selected numbers, i can alert others something is wrong..",Safety
998,"monitor when the baby is waking up from sleep, turn my concentration towards by baby.",Safety
999,"automatic lighting system which turns on light after getting dark, i don't need to worry about switching on and off lights when i am out of home..",Energy
1000,"an feature to alert me when i spend too much time on social networks, i can get back to my work.",Entertainment
1001,"automatically turn off gas during earthquake or fire, remain safe during natural disaster.",Safety
1002,"alert me when i need to service my fridge, washing machine, so that i can do that in time.",Safety
1003,"my new e-mails to be listed and read out to me when I wake up in the morning, I don't have to grope for my cell phone to check my e-mails every day when I wake up..",Other
1004,"hallway motion detectors, so that safety is increased.",Safety
1005,"my smart home to alert me when i spend too much time watching televisions., i can get back to my work.",Energy
1006,"my windows to automatically close when it rains, I don't get the things in my room wet..",Other
1007,"my smart home to turn on Air conditioner when the temperature is high and can sense human presence in the room, i can maintain good  room temperture.",Energy
1008,"to be notified whenever the cat is sitting in the bath tub, so I can turn on the tap for him., so I can turn on the tap for him..",Other
1009,"to be notified whenever I get new mail, I don't have to spend time checking the mailbox if there is no new mail..",Other
1010,"suggestions and recipes of what I can make for a meal with whatever ingredients I have in the fridge, I will be able to make full use of my groceries..",Other
1011,"nice instrumental music to get turned on in the bathroom whenever I enter it, I can enjoy music while in the bathroom taking a shower..",Entertainment
1012,"to be notified whenever my cat uses the cat litter, I can clean it immediately and my cat can enjoy clean cat litter..",Other
1013,"to be notified when the stovetop is on for an inordinate amount of time, my food doesn't burn or set the house on fire..",Safety
1014,"to be reminded before I leave the house if I have left food and water for the cat, the cat can have water to drink and food to eat when I am out..",Other
1015,"to be notified when the level of cat litter has run low, I can add more cat litter to ensure that my cat has enough to do his business..",Other
1016,"I want the lights turned off after 6 am if nobody is at home, none will know that nobody is not at home..",Safety
1017,"the unnessary taps to turn off, I can save water..",Energy
1018,"the motor to switch off when the tank is full, I can save the bill..",Energy
1019,"the lights to turn on at 6 if nobody is at home, people will think that we are at home..",Safety
1020,"i want the windows to lock, no flies come in.",Health
1021,"I want to get alert calls when the gas is going to finish, I can get a new one..",Safety
1022,"the house to get cleaned when we are outdoors, my house remains clean.",Health
1023,"the windows to remain dust free, we remain healthy.",Health
1024,"I want my vehicles to get auto locked at night, it remains safe..",Safety
1025,"to get alars when the nearby shop is going to get closed, I do not run short of things..",Health
1026,"to lock the cartoon channels after 1 hour, my kids do not waste time..",Entertainment
1027,"I want to get alert calls when my kids reach home, I can remain calm..",Safety
1028,"the temperature in my house to become more energy efficient when I leave but raise again when I come back, energy and money can be saved without it being inconvenient.",Energy
1029,"my window blinds to automatically block out the sun, I don't have to walk around pulling their strings.",Energy
1030,"a feature that detects when the room could use a boost of aromatherapy, I can enjoy the pleasant smells and relax.",Health
1031,"lights that dim as well as change color, my eyes are not bothered by bright lights and my vision is not impaired by strong white light at night.",Health
1032,"a system set up through the house that notifies me when items are cooked or other kitchen-related messages, I don't have to stay in the kitchen at all times or get confused when multiple timers are set at once.",Entertainment
1033,"a way to view a live stream of my pet when I am out of the house, I can make sure my pet is all right.",Safety
1034,"Floor Detection Vaccum, It will indicate when the floor is at a level of dirtiness  so that it can keep the floor clean.",Health
1035,"to be able to control adding more food or water to my pet's dishes remotely, my pet won't run out of food or water while I'm gone.",Safety
1036,"my trash cans and recycling bin automatically returned to my garage after trash pickup, no one is aware that I am not home because of my empty trash receptacles on the curb.",Safety
1037,"a self-loading dishwasher, I can save time when its mealtime.",Health
1038,"A smart dirty clothes hamper that takes clothes and sorts then and washes at a specified time, I can save time on doing laundry.",Health
1039,"a waterproof screen in the kitchen that can look up recipes and play cooking instructional videos without me having to touch it, I can receive help cooking without destroying my laptop or other device with messy hands.",Entertainment
1040,"a sensor that detects a person lying on the floor for more than one minute, I can know that my elderly parent has fallen and needs assistance.",Health
1041,"self scrubbing carpets, I never have to pay for a deep cleaner when i move.",Health
1042,"TV's with netflix in the bathrooms, i can relax at night once my son is in bed.",Entertainment
1043,"Bed that makes itself, I can save time on making the bed.",Other
1044,"Solar panels, I can save on electricity and reduce my carbon imprint.",Energy
1045,"to be alerted whenever my favorite celebrities have a show or movie on tv, I do not miss an airing of my favorite actors and actresses.",Entertainment
1046,"smart smoke and carbon monoxide monitor that is more interactive than a simple alarm that's confusing and frustrating, I can be assured I'm safe and don't have to mess to antiquated devices.",Safety
1047,"automatic baby gates, my son can't escape his room when I have to do things like use the restroom, cook.",Safety
1048,"a shower head that washes my hair for me, I can bathe while it washes my hair for me.",Health
1049,"floors and counters that sanitize themselves, I don't have to worry about spreading germs constantly.",Health
1050,"a ""smart fridge"", I can know what I need to buy from the grocery store, and get a list emailed to me.",Other
1051,"laser lights and toy balls to appear at random intervals, my cats and dogs are entertained when I am away from home.",Entertainment
1052,"to be alerted when my child leaves his or her bed at night, I know what my child is up to when he or she is supposed to be sleeping.",Safety
1053,"Timed ""orange lights"", when a certain time of day hits, all of the applicances with screens turn an orange hue, getting rid of the blue light that keeps human brains active at night and inhibits melatonin production.",Health
1054,"a device that reads any book/notes I hover it over, I can study while doing other things.",Other
1055,"self sanitizing bathrooms, my family gets sick less often.",Health
1056,"a list compiled of my energy usage per hour and what appliance is using what amount of energy, I can monitor my energy usage and cut back on areas where I am using too much energy.",Energy
1057,"A motion sensor on all doors, I know which room my son is in at all times ( hes 8 months old, i'm not a helicopter :P ).",Safety
1058,"my smoke alarms to regularly test themselves and report the results to me, I will always be assured that my smoke alarms are working in case of fire.",Safety
1059,"""smart"" dinner system, I can easily track and find my familys favorite meals, and get a list of things i need for them vs what I already have in my smart fridge.",Health
1060,"my house to test itself for radon levels twice a year, radon levels are always kept below the minimum and I am alerted if I need to install fans or circulators.",Health
1061,"""Live"" wallpaper, I can customize my homes wallpaper (probably via a projector or hologram) to fit my moods, and the situation ( entertaining, ect).",Other
1062,"Automatic lights that turn off whenever I leave the room, I can save on electricity bills.",Energy
1063,"to be alerted if there is no activity at my neighbor's house for a set extended period of time, I can inquire after the wellbeing of my neighbors if they have not been active after an extended period.",Safety
1064,"be alerted when my piano needs tuning or is slightly out of tune, I can keep my piano well tuned.",Entertainment
1065,"Restock-able Toilet  Paper, I wont have to take the toilet paper off of the roll and replace after its done.",Other
1066,"Automatic Garbage that detects when it is full and Empties itself to the curb, I can save the energy used to have to take of the garbage.",Health
1067,"Washing Machine that automatically dispenses Detergent based on the size of the load, save time.",Health
1068,"pipes and wiring that can alert me when there is a leak or a potential issue, I can know if there is a problem in my house.",Safety
1069,"the bed itself to track sleep patterns and give suggestions, I can achieve a better night sleep and don't have to worry about wearing devices.",Health
1070,"An Ac unit to turn off when it reaches a certain temperature., I will use less energy.",Energy
1071,"light bulbs that can be triggered to slowly dim over a period of about half an hour to simulate the sun going down, I can more easily fall asleep and be rested.",Health
1072,"voice automated phone, I can speak on the phone and make calls from anywhere in my home.",Entertainment
1073,"""piggy"" bank that tracks the money added and responds with congratulations and other comments, I can be encouraged to save.",Health
1074,"my home to let me know when dust particulates are high, don't go into anaphalaxis.",Health
1075,"to have the air turned on when I walk in the house, I don't waste AC when I'm not there, but I have cold air when I'm in the house..",Energy
1076,"a sophisticated shower that controls temperature, light, water pressure, etc. and responds to voice commands, the shower can be the most relaxing part of the day.",Entertainment
1077,"my security camera to let me know when there is a large infrared signal during the night so I would know there is a robber, I don't get robbed.",Safety
1078,"want my sprinklers to turn off after 3 minutes, so that i will use less water.",Energy
1079,"water boiled for pasta whenever I say ""boil pasta"", I can cook faster.",Health
1080,"be able to call 911 with my voice, I can quickly call during an emergency.",Safety
1081,"my internet to filter adult sites., my children will not see them.",Safety
1082,"a certain type of music played when I express my mood, I quickly get my music without thinking..",Entertainment
1083,"have the lights turn off automatically if it senses no motion, I can save money.",Energy
1084,"a smart washer and dryer combination machine that keeps the clothes fresh until I take them out, I don't have to remove them right away or let them get wrinkled again.",Energy
1085,"my lights bulbs to turn off after 5 minutes, i use less energy.",Energy
1086,"have my home alert me to energy problems such as drafts or cold air flows during winter, I can save money.",Energy
1087,"A ding when someone walks by my driveway., I know who approaches my house.",Safety
1088,"a refrigerator that can catalog the items inside and alert me how long they've been in there and if they should be eaten soon, I don't waste food and can also make the most of what I have.",Health
1089,"my house to alert me to mold inside my walls, fix it before expensive repairs are necessary.",Health
1090,"my television to turn off every 2 hours, i use less energy.",Energy
1091,"my home to suggest movies out loud based on the time of year, I don't have to think about what movies to watch.",Entertainment
1092,"the tv channel to change with my voice, I can have entertainment more quickly.",Entertainment
1093,"low-level lighting in the floors and potentially the walls that only turns on as I'm walking through that area at night, I can avoid crashing into things as well as ruining my sleep by turning bright lights on.",Safety
1094,"the doggie door to open at certain times of the day,, the dogs are able to go outside and get fresh air and go to the bathroom..",Health
1095,"my scale to connect to my ipad, I can track weightloss.",Health
1096,"to get an alarm if I accidentally leave my fridge open, the fridge won't burn out.",Energy
1097,"my smoke alarms would beep when the battery gets low., my family is safe from fires..",Safety
1098,"a smart weather device that suggests certain times that would be best for certain activies, I don't have to wade through every day's weather and try to determine which percentages or precipitation on which days make outings possible..",Entertainment
1099,"my home to be able to tell me where my electronic devices such as my phone or tv remotes are even when they are powered off, i can save time not searching for lost things.",Other
1100,"my smart home to react to my voice and play a movie that I request,, I can enjoy any movie that I want at the moment..",Entertainment
1101,"my doors to lock automatically., my family is safe.",Safety
1102,"to hear an alarm if I did not exercise that day, I will be encouraged to exercise.",Health
1103,"my fridge to alert me when I am low on milk and cereal, my kids will have food.",Health
1104,"a device that analyses the air and lets me know when its not clean, I always have clean air.",Safety
1105,"my smart home to react to my voice and DVR a show or shows that I specify,, I do not miss any episodes of my favorite show..",Entertainment
1106,"a carbon monoxide and smoke monitor that has a display and smart features, I don't have to deal with old smoke detectors and monitors that I'm not even sure are working properly.",Safety
1107,"an alarm to ring when a gun thats not mine enters the home, I know if someone tries to rob me.",Safety
1108,"home to wake me up for work, i can be on time.",Other
1109,"my smart home to alert the police if someone is trying to break in,, my home and valubles are protected..",Safety
1110,"my smart home to alert the fire department if a fire is detected,, my home and valubles don't burn down..",Safety
1111,"my smart home to detect our foods are 100% organic, I can ensure our family health.",Health
1112,"my heater to turn on when the temperature gets too low, so that my family will stay warm.",Energy
1113,"a warning to let me know if I'm low on liquor, I never run out.",Entertainment
1114,"my outside lights to turn on at night, intruders stay away.",Safety
1115,"My smart home to detect either virus or bacteria's presence in home, I can ensure our family health.",Health
1116,"my smart house to alert me when I am about to run out of a grocery item,, I will always have what I need..",Health
1117,"my smart house to put the shutters down when a storm is coming,, my house is protected..",Safety
1118,"My smart home to calculate Our walking step inside home individual, so that it will motivate to stay as fit.",Health
1119,"My home to detect weapons or harmful materials who is inside the home, we can ensure our safety.",Safety
1120,"my smart home to alert me when I have been inactive for too long,, I can stay healthy..",Health
1121,"My home to calculate calorie intake and burn in possible ways with smartphone, we can ensure our health and fitness.",Health
1122,"my smart home to remind to exercise and track my progress,, I can get in shape and stay healthy..",Health
1123,"My smart home have to manage energy consumption sensors like if there is no person at particular space then all equipment should go to sleep mode, we can save energy.",Energy
1124,"my smart home to activate the Roomba at certain times of the day,, my home stays clean..",Health
1125,"My smart home to track my previous music and interest suggest new arrivals which is slimier to my interest, I can enjoy it.",Entertainment
1126,"My home to detect carbon emission from my refrigerator,mobile radiation level,or there is any other radioactive particle inside home which is more than normal suggested level, we can ensure our health and safety.",Health
1127,"My home to track small kids activity and alarm us when they fall down something like that, take care of them.",Safety
1128,"My smart home to track time based activity and prepare regarding for that.For example for three days after walking up if i turn on water heater fourth day it should turn on when I wake up like that, I can improve life quality.",Other
1129,"to be alerted when an exterior door opens, I can be aware when one of my children exits the home..",Safety
1130,"an alarm to sound if a TV is still powered on after leaving the house, we can conserve energy..",Energy
1131,"an alarm to sound if the garage door is left open after a car enters/exits, we can keep home safe.",Safety
1132,"relaxing music to play at night, my children can go to sleep easier.",Entertainment
1133,"an alarm when someone comes into our driveway, we can be aware when someone is at our home.",Safety
1134,"notification when dogs are sitting at door waiting to go outside, accidents are reduced because I can let them out when they need to go..",Health
1135,"notification when water collecting in basement, I can be aware of flooding.",Safety
1136,"lights to gradually come on in the morning, I can awaken to natural light.",Health
1137,"an alarm when toilet is close to overflowing, I can turn off water before overflow.",Health
1138,"alarm when computers are connected after bedtime, kids dont sneak on after bedtime.",Entertainment
1139,"all appliances to turn off when people leave the room, the house wont burn down to the ground.",Safety
1140,"carbon dioxide detector, we wont die in our sleep or wont get harmed.",Health
1141,"auto shut down feature for everything when we leave the home, we save  money on energy.",Energy
1142,"the main living room tv to turn on at specific times when i get home, so that i can relax after work.",Entertainment
1143,"auto turn off feature for stove if left on too long, that the house does not burn down.",Safety
1144,"an auto food fill for the dogs, incase i forgot so they get optimal health.",Other
1145,"A bill reminder, that i can pay my bills on time.",Other
1146,"an auto feature that will remind me to change water sofner, so that we dont ever go without warm water.",Safety
1147,"my phone to tell me when someones within yards of my front door, that i know when people show up.",Safety
1148,"alert me when I am about to run out of medication, so that i am up to date.",Safety
1149,"to be notified when my dog makes a mess, so it can be cleaned quickly..",Health
1150,"a timer on all electronics, I can limit time spent on gadgets and tv watching..",Entertainment
1151,"a freezer that adjusts temperature based on room temperature, it can sometimes work less to save more energy if the room temp is cooler at times..",Energy
1152,"automatic soap dispensers that alert you when someone uses the sink but forgets soap, it can remind you and keep you cleaner.",Health
1153,"plants that water themselves with a gadget when they detect water is needed, I can not worry about killing the plant by forgetting to water it..",Entertainment
1154,"an alarm to alert me when my dog's bowl needs cleaning, I don't forget to disinfect it now and then..",Health
1155,"lightly heated windows, they do not become frosty and hard to see through in the winter.",Other
1156,"my smart home to start laundry after it senses a full load of clothes., I can save time and manage my water use efficiently..",Energy
1157,"automatic dehumidifier systems in all rooms, excess moisture is removed from the air without requiring extra appliances..",Health
1158,"light sensors that turn off after 3 minutes of not detecting someone in the room, it can save energy and money.",Energy
1159,"alarm systems on doors to alert me if a door is unlocked after 9pm so it can remind me to lock it, I feel safe and burglars do not have an easy way in based on my mistake..",Safety
1160,"my smart home to use facial regongnition when unidentified people are on my property,, my family is safe and they can be properly identified..",Safety
1161,"my smart home to be able to control all devices with one remote/phone,, I save time and no longer have to look for a lost remote..",Entertainment
1162,"my smart home to be able to adjust lighting in my home no matter where I am,, I can save money and energy..",Energy
1163,"my smart home to be able to vacuum the carpets when noticing debris., I can keep my home clean and tidy..",Other
1164,"my smart home to water my indoor plants when they become dry,, my plants do not die, and I save a little bit of time..",Other
1165,"my smart home to be able to contact me from an intercom on my cell phone when I am not home,, I can keep in touch with my family when I am away..",Entertainment
1166,"my smart home to adjust my blinds when it gets light or dark,, I do not have to do it, or waste energy when its light out..",Energy
1167,"my smart home to heat the oven, I can throw dinner in on my way home..",Health
1168,"my smart home to run a bath tub at optimal temperature, it is ready for me after a hard day of work..",Other
1169,"voice-activated cooking system, I can do multiple things quickly and efficiently.",Health
1170,"voice activated light switch, I dont have to get up to do it.",Entertainment
1171,"a sound system for every room, everyone can listen to music.",Entertainment
1172,"a household alarm clock, we can all wake up at the appropriate time.",Health
1173,"a solar panel, energy is saved.",Energy
1174,"a burglar alarm system, we can be alerted if robbed.",Safety
1175,"cameras in my child's room, they can be safely monitored.",Safety
1176,"a fitness center, my family can be healthy from home.",Health
1177,"a self cleaning house, everything stays neat and clean.",Health
1178,"an automatic temperature regulator, the house can be the perfect temperature at all times.",Health
1179,"my oven to be preheated when I get home, dinner will be ready 10 minutes earlier.",Health
1180,"my smart home to know when it has rained the last few days and not run my sprinklers, I don't waste water.",Energy
1181,"my furnace to change filters automatically (have a storage of 6 in it and rotates through those every month), the furnace filter gets changed.",Health
1182,"my house to integrate to my phone and tell me when I need to service or repair something, repairs don't get more costly or do damage.",Safety
1183,"music everywhere in the house where guests are, guests can enjoy the music at a party.",Entertainment
1184,"a notification when water level is low on my hot tub, I can fill it up before it turns off.",Safety
1185,"notification when running low on certain food items, I never run out of things like mile.",Health
1186,"my coffee maker to automatically perpare itself for the next mornign with water and coffee, coffee is always reading in the mornign.",Health
1187,"the dog to be fed on time every day automatically, the dog stays on schedule.",Other
1188,"the door to automatically open if the dog is at the door, The dog can be let in automatically.",Other
1189,"an alarm when the fridge door is left open for a long period of time,, the food does not spoil..",Energy
1190,"my outside home video cameras to turn on when the motion light is activated, I can capture whatever is making the lights turn on..",Safety
1191,"my car to send an alert to my smartphone if I forget to lock it, I will prevent breakins..",Safety
1192,"a nightlight that I can turn off with my smartphone after my child is asleep, I don't wake them up and it does not stay on all night..",Energy
1193,"a TV that turns on at a specific time, to a specific channel, at a specific volume, I wake up watching exactly what I want..",Entertainment
1194,"a coffee maker that I can start from my smartphone, I can get my coffee started without getting out of bed..",Entertainment
1195,"Voice Recognition at all doors, programmable for multiple users. If dog barks are different enough, if the software exists to tell them apart, I'd program it so my dog could get in & out to the back yard when nobody's home., Family and trusted friends can enter without needing to use keys.  (Yes, I know this directly takes off one of your examples, but retina scans are 1) invasive, 2) fakeable, with the printed contacts available these days. Voice recognition, with proper software? Not so much.).",Safety
1196,"a feature to alert me when the fence gate has been opened, I know that the children and pets are still in the yard..",Safety
1197,"an alert on my TV when I receive an email from my boss, I can be as responsive as possible..",Other
1198,"a garage door that will shut itself if it is open after a specified time, people cannot enter the garage because I forgot to close it..",Safety
1199,"a way to remotely enable and disable electronic devices for my children to use, I can tightly control their use even when we are not together..",Entertainment
1200,"Full interactive voice recognition throughout the home (think SARAH from Eureka) and linked to my phone, all other features can be controlled by voice command whether I am at home or away..",Other
1201,"Carpet that absorbs and self-cleans spills and crumbs after a set time, and tile/hardwood floors (kitchen, bath, basement, etc) that self-clean at night (a variable static charge to move loose particles to a garbage recepticle, & targeted stain removal)., I don't have to vacuum, steam the rug, sweep, or mop..",Other
1202,"Fully automated laundry system. Hampers in each bedroom which move clothing to a sorting area via conduits inside the walls. Must be able to sort by color, fabric type, washing instructions. Once a full load is available, it moves automatically to the washer, which senses the clothing and applies the correct settings automatically. When clean, clothing moves automatically to the dryer, again sensing and applying appropriate settings. Folding still seems like something that needs a human touch to me, but the system could be programmed to identify which clothing belongs to each family member and sort accordingly so that only folding and putting away remains for human hands. System could also be optimized to get clothes clean with a minimal use of water and laundry soap., I don't have to do laundry. I seriously hate laundry. Also conserves water and energy and eliminates wastage on laundry soap..",Energy
1203,"Facial recognition/other identifier on the INSIDE of doors, children (preprogrammed individuals) can't open the door without an adult present (unless it's the police!).",Safety
1204,"Integrated refrigerator, freezer, deep freezer, kitchen cupboards, and pantry storage, which sense and recognize contents, usage, and automatically generate a shopping list at programmed intervals or on demand. Programmable up to a month in advance with menu ideas, recipes, etc, and includes needed ingredients in the shopping list., meal planning and grocery shopping can be more streamlined.",Other
1205,"Voice-interaction software on stove, oven, and food processors, so that I can automate baking/cooking times, set alerts to turn/check/take out/etc. System should recognize various states of ""done-ness"" and automatically shut off/open to prevent overcooking., I can streamline my baking/cooking, both for sale and family..",Other
1206,"Software integrated through the refrigerator, all cooking appliances, any and all exercise equipment, and my bike & Fitbit, to fully track all calories consumed, burned, muscle development, hydration, and other factors relating to health and weight loss. Reminders to take daily vitamins & supplements., My house can help me lose weight and improve my strength and stamina.",Health
1207,"Adaptable sound insulation around my music room, but the room doesn't sound ""dead"" like you get with traditional sound insulation., so that I can play my instruments and sing at any time without waking family,.",Entertainment
1208,"On demand fully interactive and learning medical information, sensors to recognize and alert to fevers, injury, infection, other abnormalities in all family members. Ability to contact doctors' offices through the house system, have the house send the report of a person's condition, and the doctor can then either prescribe needed medication, or talk to me to set an appointment., if my paramedic husband is not home, I have better information on hand to decide if my child needs to go to the ER at 3am..",Health
1209,"to be alerted when my freezer malfunctions, I will not have any spoiled meat.",Energy
1210,"to be alerted when the cabinet locks on my cabinet doors are broken or opened, I know my child is safe.",Safety
1211,"to be alerted when I have a malfunction in any of my appliances, I can alert my landlord as soon as possible.",Other
1212,"to be alerted when my computer has been breached when I am not around it, I can keep my information safe.",Entertainment
1213,"my thermostats to automatically know when I want the home cooler or warmer, I am always comfortable.",Other
1214,"my stove to automatically start up when I push a button and heat water I have set on the stove, I can do other things while my water is boiling.",Health
1215,"automatic window cleaners, I do not need to spend hours cleaning them.",Other
1216,"a shower that tells me when I have over exceeded the time limit of five minutes (or whatever I set), I can conserve water.",Energy
1217,"gas detectors, any appliance using gas turns off if there is a leak.",Safety
1218,"a smart garage, I can open my garage doors more quickly before being all the way home.",Other
1219,"my water in the shower to shut off after 10 minutes, I can conserve water.",Energy
1220,"an alarm to go off if my child gets within 5 feet of the pool, my child will not fall in when playing outside unattended.",Safety
1221,"a self cleaning toilet, I don't have to clean the toilet.",Other
1222,"my house to turn off interior Christmas lights when I leave the house, I can save energy.",Energy
1223,"to be able to project an image from my tv screen onto the wall, I can feel like I'm at the movies.",Entertainment
1224,"to lock/unlock my door by fingerprint touchscreen, I don't get locked out of the house and it is harder to break in.",Safety
1225,"an alarm to go off when my dog stands by the door for more than 5 seconds, I can avoid accidents.",Other
1226,"my baby's room to play soothing music whenever it starts crying, the baby will calm down.",Other
1227,"to be able to control a dividing wall in large living spaces, if I'm doing one thing and the rest of the family is doing something else I won't bother them.",Other
1228,"my house to detect if there is mold in the walls, the mold does not damage the house or my family's health.",Health
1231,"it control my computer, mkae things easier.",Other
1233,"dog collar control, easier for me to control dogs..",Entertainment
1236,"to control sprinklers, wont get wet.",Safety
1237,"to have electrical outlets completely turn off when not in use, children won't get shocked by them if they stick something in them.",Safety
1238,"A hand scanner that will unlock my door., No one can get it but me..",Safety
1239,"remind about homework, so i dont forget.",Entertainment
1240,"set temp just right, good bath.",Health
1241,"My smart house to detect any music on my phone and play it accordingly., My guests can be entertained.",Entertainment
1242,"remind to play games, help with work.",Other
1243,"set oven for specific food, good food.",Health
1244,"coffee right temp, good coffee.",Safety
1245,"answer phone, use hands less.",Other
1246,"My security cameras to be in sync with any movement outside and to beep to alert me., I know if there is anything on my property..",Safety
1247,"Solar pannels that are controlled by my network within the house., They can tilt remotely to get the best angle for the sun to charge my batteries..",Other
1248,"the litter box to self clean every other day, I don't have to clean it myself.",Health
1249,"They doors and windows to automatically lock at certain times., The house will be secure..",Safety
1250,"the thermostat to regulate temperature independently based on if people are in the house or not, it would save energy and keep people comfortable.",Energy
1251,"coffee pot turned on at 5am, I get hot coffee before I get up.",Health
1252,"my kitchen to prepare a meal for me by itself, I can eat healthy, on time without any preparation.",Health
1253,"the house blinds to open and close based on certain times of the day, I can save on energy bills.",Energy
1255,"My smart home fully secured, we can get notification if thief in home.",Safety
1256,"shower turned on and set at warm temperature, I can get a warm shower.",Health
1257,"a smart maid that cleans up after messes that are made, I don't have to do my own cleaning and messes that I'm not even aware of are taken care of..",Safety
1259,"To speak to a women's voice that controls every aspect of my house and network, I look awesome to any guests that might be arriving..",Entertainment
1260,"cabinets to lock and unlock based on a hand print or thumbprint, baby locks wouldn't be necessary.",Safety
1261,"floor heater turned on, the floor can warm my feet.",Energy
1262,"the hot water to regulate based on which person is taking a shower, it would save on energy bills.",Energy
1263,"Parent Control for childrens, its prevent from bad behaviors.",Health
1264,"my home to let my pet outside into the backyard at certain intervals during the day, so my pet can exercise and play when I'm not home and I don't have to have an unsightly dog door.",Entertainment
1265,"automatic room sweeper turned on, it can pick up all the pet hair in the room.",Health
1266,"the tap water to be automatically tested every day and add or remove anything that would make it more healthy, I can drink healthy water.",Health
1267,"Proper shutdown my personal computer, Secure my personal computer.",Safety
1268,"my home to arm the alarm itself every night at a certain time, I can go to sleep knowing that my home/family is protected while we're sleeping.",Safety
1269,"the window curtains to automatically close, the sunlight stays out and the heat stays in.",Energy
1270,"the doors to automatically lock after a certain time of not opening or closing the doors, I can keep safe from outside and keep children inside.",Safety
